COUNTY,LAT,LONG,POPULATION,STATE,STATE_ABBREVIATION
Clark,38.4643003,-85.8998496,7229,Indiana,IN
Clark,37.057346,-100.0437279,155,Kansas,KS
Clark,37.9701332,-84.144974,2256,Kentucky,KY
Clark,40.3497649,-91.8935733,427,Missouri,MO
Clark,35.7664335,-115.7353209,125349,Nevada,NV
Clark,39.8755849,-84.0244583,9759,Ohio,OH
Clark,44.6280639,-97.9744216,245,South Dakota,SD
Clark,45.6789959,-122.7204992,30029,Washington,WA
Clark,44.5532412,-90.8800558,2563,Wisconsin,WI
Clarke,31.4489492,-87.6758433,2056,Alabama,AL
Clarke,33.9375514,-83.4249638,12483,Georgia,GA
Clarke,41.0337071,-93.9823039,568,Iowa,IA
Clarke,31.8648143,-88.7540174,1176,Mississippi,MS
Clarke,39.0525449,-78.1123204,947,Virginia,VA
Clatsop,45.7956552,-123.9598205,2313,Oregon,OR
Clay,33.222279,-85.872376,867,Alabama,AL
Clay,36.2945775,-90.707988,1072,Arkansas,AR
Clay,29.8136843,-81.9594543,14860,Florida,FL
Clay,38.6188896,-88.6424631,894,Illinois,IL
Clay,39.2738992,-87.1141032,2071,Indiana,IN
Clay,42.9423616,-95.3695399,1017,Iowa,IA
Clay,39.1707543,-97.3043959,519,Kansas,KS
Clay,37.1249209,-83.7323921,1599,Kentucky,KY
Clay,46.6663285,-96.7500534,5445,Minnesota,MN
Clay,33.607091,-88.9638743,1453,Mississippi,MS
Clay,39.1488109,-94.5752418,14871,Missouri,MO
Clay,40.3407961,-98.1350894,524,Nebraska,NE
Clay,35.022285,-83.9591712,567,North Carolina,NC
Clay,42.843155,-96.9751731,1645,South Dakota,SD
Clay,36.5553371,-85.636403,311,Tennessee,TN
Clay,33.7584898,-98.2022505,520,Texas,TX
Clay,38.3116786,-81.2152298,687,West Virginia,WV
Clayton,33.4932937,-84.3791603,20099,Georgia,GA
Clayton,42.6998198,-91.5101504,1137,Iowa,IA
Clear Creek,39.6706285,-105.8343433,285,Colorado,CO
Clearfield,40.8163217,-78.792568,4890,Pennsylvania,PA
Clearwater,46.5133765,-116.4694646,506,Idaho,ID
Clearwater,47.7970052,-95.4950885,578,Minnesota,MN
Cleburne,33.545031,-85.3780481,1045,Alabama,AL
Cleburne,35.4160528,-92.18954,1529,Arkansas,AR
Clermont,38.8645336,-84.1872649,13964,Ohio,OH
Cleveland,33.9326377,-92.3330394,530,Arkansas,AR
Cleveland,35.2304413,-81.7477022,7714,North Carolina,NC
Cleveland,35.3408054,-97.6274914,18843,Oklahoma,OK
Clinch,30.9508182,-82.8767318,500,Georgia,GA
Clinton,38.4866854,-89.6770685,2299,Illinois,IL
Clinton,40.1900148,-86.6779809,2398,Indiana,IN
Clinton,41.8540063,-90.8561089,3279,Iowa,IA
Clinton,36.7396295,-85.1104382,694,Kentucky,KY
Clinton,42.8352789,-84.7631278,4260,Michigan,MI
Clinton,39.4706675,-94.5326444,1551,Missouri,MO
Clinton,44.8066497,-73.9704214,6491,New York,NY
Clinton,39.2921971,-83.9692913,3354,Ohio,OH
Clinton,41.2849176,-77.9839272,3200,Pennsylvania,PA
Cloud,39.3713935,-97.8241451,807,Kansas,KS
Coahoma,34.1570438,-90.5977373,2281,Mississippi,MS
Coal,34.4845364,-96.4458789,403,Oklahoma,OK
Cobb,33.8745555,-84.6947128,49795,Georgia,GA
Cochise,31.402633,-110.2117243,9335,Arizona,AZ
Cochran,33.510507,-102.6464225,272,Texas,TX
Cocke,35.8148312,-83.2027023,2294,Tennessee,TN
Coconino,34.7784471,-111.7850687,13846,Arizona,AZ
Codington,44.9129428,-97.4423699,1902,South Dakota,SD
Coffee,31.1916775,-86.1491625,3377,Alabama,AL
Coffee,31.5456963,-83.0183564,3174,Georgia,GA
Coffee,35.3436716,-86.2212953,3762,Tennessee,TN
Coffey,38.064372,-95.8956022,580,Kansas,KS
Coke,31.8850491,-100.6105667,180,Texas,TX
Colbert,34.7395036,-88.0193814,3499,Alabama,AL
Cole,38.484301,-92.4681445,5208,Missouri,MO
Coleman,31.6098991,-99.6404903,524,Texas,TX
Coles,39.4841407,-88.374771,5212,Illinois,IL
Colfax,41.7059757,-97.2633344,797,Nebraska,NE
Colfax,36.37136,-105.248496,856,New Mexico,NM
Colleton,32.9278723,-80.9385359,2672,South Carolina,SC
Collier,26.137498,-81.7991051,17560,Florida,FL
Collin,33.0212682,-96.7415579,47698,Texas,TX
Collingsworth,34.9040395,-100.2082598,200,Texas,TX
Colonial Heights (city,37.2905835,-77.4041118,1766,Virginia,VA
Colorado,29.6575716,-96.7331772,1368,Texas,TX
Colquitt,31.183017,-83.9657595,2490,Georgia,GA
Columbia,33.1006726,-93.4999524,2226,Arkansas,AR
Columbia,30.092008,-82.7309934,4518,Florida,FL
Columbia,33.4403526,-82.2996981,6267,Georgia,GA
Columbia,42.1222344,-73.8587688,4012,New York,NY
Columbia,45.8590868,-123.2355185,3414,Oregon,OR
Columbia,40.806775,-76.3784792,6762,Pennsylvania,PA
Columbia,46.5485136,-118.0947654,224,Washington,WA
Columbia,43.6714224,-89.7481343,3999,Wisconsin,WI
Columbiana,40.7633695,-81.0037374,7256,Ohio,OH
Columbus,34.2868155,-79.0013821,3858,North Carolina,NC
Colusa,39.3020351,-122.5111599,1781,California,CA
Comal,29.7694663,-98.4532249,8314,Texas,TX
Comanche,37.1648196,-99.4871143,98,Kansas,KS
Comanche,34.3983787,-98.6334212,9625,Oklahoma,OK
Comanche,31.9765227,-98.7938566,837,Texas,TX
Concho,31.2227918,-99.896165,159,Texas,TX
Concordia,31.4044573,-91.7500533,1384,Louisiana,LA
Conecuh,31.3072285,-87.2021248,978,Alabama,AL
Conejos,37.1033607,-106.0290467,637,Colorado,CO
Contra Costa,37.9528435,-122.3819735,72653,California,CA
Converse,42.8143439,-105.8845804,939,Wyoming,WY
Conway,35.4379984,-92.8345104,1427,Arkansas,AR
Cook,31.0431825,-83.3926152,1208,Georgia,GA
Cook,41.6018595,-87.8873229,352815,Illinois,IL
Cook,47.5816307,-90.9221638,259,Minnesota,MN
Cooke,33.4790162,-97.3518453,2740,Texas,TX
Cooper,38.7172694,-92.9711068,1145,Missouri,MO
Coos,44.378898,-71.6286993,1997,New Hampshire,NH
Coos,42.961295,-124.2034808,3804,Oregon,OR
Coosa,32.8792465,-86.2867946,760,Alabama,AL
Copiah,31.8446151,-90.4773059,2647,Mississippi,MS
Corson,45.7520326,-101.8964115,355,South Dakota,SD
Cortland,42.4268782,-76.221343,4769,New York,NY
Coryell,31.2190453,-97.9682237,3860,Texas,TX
Coshocton,40.3490109,-82.1756105,2273,Ohio,OH
Costilla,37.1107681,-105.4021197,236,Colorado,CO
Cottle,33.9943221,-100.287247,95,Texas,TX
Cotton,34.1946374,-98.5369223,451,Oklahoma,OK
Cottonwood,44.0290195,-95.4311323,782,Minnesota,MN
Covington,31.047796,-86.6741873,1840,Alabama,AL
Covington,31.7515492,-89.6707769,1624,Mississippi,MS
Covington (city),37.7635232,-80.0848762,901,Virginia,VA
Coweta,33.2254989,-84.8235467,8983,Georgia,GA
Cowley,37.0651731,-96.995733,2823,Kansas,KS
Cowlitz,46.0372513,-122.7333843,7334,Washington,WA
Craig,36.5169711,-95.2286303,1110,Oklahoma,OK
Craig,37.4736031,-80.2310507,276,Virginia,VA
Craighead,35.7853207,-90.9719512,7650,Arkansas,AR
Crane,31.4227965,-102.4877739,375,Texas,TX
Craven,35.081631,-77.1268925,6726,North Carolina,NC
Crawford,35.6141747,-94.4377812,4477,Arkansas,AR
Crawford,32.6948139,-84.0756613,387,Georgia,GA
Crawford,39.0062228,-87.9143519,1338,Illinois,IL
Crawford,38.3242272,-86.6220096,757,Indiana,IN
Crawford,41.9090855,-95.5010991,1325,Iowa,IA
Crawford,37.3620549,-95.0110491,3250,Kansas,KS
Crawford,44.8064656,-84.6966392,766,Michigan,MI
Crawford,37.852033,-91.4946743,1476,Missouri,MO
Crawford,40.817184,-82.9740364,2987,Ohio,OH
Crawford,41.5052493,-80.3807615,6610,Pennsylvania,PA
Crawford,43.0490764,-91.0573341,1007,Wisconsin,WI
Creek,35.7509498,-96.5591725,5052,Oklahoma,OK
Crenshaw,31.4954703,-86.392802,1020,Alabama,AL
Crisp,31.935,-83.7749454,1694,Georgia,GA
Crittenden,35.1019495,-90.3088372,4010,Arkansas,AR
Crittenden,37.3571384,-88.0895147,504,Kentucky,KY
Crockett,35.8296292,-89.23307,1028,Tennessee,TN
Crockett,30.5343137,-101.3064066,254,Texas,TX
Crook,44.2405115,-121.0181286,1216,Oregon,OR
Crook,44.4818381,-104.9164165,446,Wyoming,WY
Crosby,33.6586708,-101.5310365,474,Texas,TX
Cross,35.377743,-91.0144183,1314,Arkansas,AR
Crow Wing,46.5737208,-94.3827183,4144,Minnesota,MN
Crowley,38.1948859,-103.8613446,241,Colorado,CO
Culberson,31.09348,-104.6245142,183,Texas,TX
Cullman,34.0541554,-87.0737006,5355,Alabama,AL
Culpeper,38.4768647,-78.1742575,3128,Virginia,VA
Cumberland,39.3147461,-88.4482751,640,Illinois,IL
Cumberland,36.8478225,-85.5573821,467,Kentucky,KY
Cumberland,43.7733201,-70.6165142,18586,Maine,ME
Cumberland,39.223596,-75.143169,11031,New Jersey,NJ
Cumberland,34.9149737,-78.92702,24178,North Carolina,NC
Cumberland,40.046821,-77.4930638,16733,Pennsylvania,PA
Cumberland,35.9817951,-85.1983284,2814,Tennessee,TN
Cumberland,37.5013535,-78.2518255,470,Virginia,VA
Cuming,41.9270412,-96.8226639,554,Nebraska,NE
Currituck,36.371209,-76.0555145,1634,North Carolina,NC
Curry,34.5433767,-103.6518185,3513,New Mexico,NM
Curry,42.5061029,-124.3372995,1110,Oregon,OR
Custer,38.1106428,-105.4275215,210,Colorado,CO
Custer,43.9435803,-113.8812118,218,Idaho,ID
Custer,45.752308,-105.7500873,882,Montana,MT
Custer,41.3970115,-100.2181116,675,Nebraska,NE
Custer,35.4896142,-98.9634955,2341,Oklahoma,OK
Custer,43.5921142,-103.5681466,500,South Dakota,SD
Cuyahoga,41.3736541,-81.9232544,89182,Ohio,OH
Dade,34.7965516,-85.4809356,1118,Georgia,GA
Dade,37.4118776,-93.9617147,519,Missouri,MO
Daggett,40.9207754,-109.8310949,48,Utah,UT
Dakota,44.5507581,-93.0249545,27493,Minnesota,MN
Dakota,42.2851287,-96.7251386,1681,Nebraska,NE
Dale,31.2576051,-85.7358074,3277,Alabama,AL
Dallam,36.2878,-102.9138828,708,Texas,TX
Dallas,32.2589445,-87.3575313,3567,Alabama,AL
Dallas,33.916457,-92.8053397,574,Arkansas,AR
Dallas,41.4455375,-94.2326322,3114,Iowa,IA
Dallas,37.6330245,-93.1036037,1017,Missouri,MO
Dallas,32.5912096,-97.0394286,181917,Texas,TX
Dane,42.9614077,-89.7339555,32754,Wisconsin,WI
Daniels,48.7010908,-105.8987046,89,Montana,MT
Danville (city),36.5888216,-79.5151004,3929,Virginia,VA
Dare,35.2244321,-75.6789026,1781,North Carolina,NC
Darke,39.9845688,-84.7922274,3213,Ohio,OH
Darlington,34.1801189,-80.0946444,4936,South Carolina,SC
Dauphin,40.2259836,-76.8279944,17976,Pennsylvania,PA
Davidson,35.6006596,-80.0902264,9072,North Carolina,NC
Davidson,36.0512939,-86.9687981,40654,Tennessee,TN
Davie,35.8100495,-80.5557439,2706,North Carolina,NC
Daviess,38.6620604,-87.1736467,2052,Indiana,IN
Daviess,37.7357781,-87.2493967,6476,Kentucky,KY
Daviess,39.8725562,-94.1501277,633,Missouri,MO
Davis,40.8270925,-92.5487481,623,Iowa,IA
Davis,40.8388662,-111.917284,23597,Utah,UT
Davison,43.6804871,-98.2555204,1507,South Dakota,SD
Dawes,42.6043427,-103.4129357,1026,Nebraska,NE
Dawson,34.4311001,-84.1443287,1617,Georgia,GA
Dawson,47.27055,-105.1958514,610,Montana,MT
Dawson,40.7089687,-100.2529686,1831,Nebraska,NE
Dawson,32.4898177,-101.754488,905,Texas,TX
Day,45.2906414,-97.7961477,320,South Dakota,SD
De Soto,32.0092062,-93.9665524,1887,Louisiana,LA
De Witt,40.0928486,-89.1162216,1088,Illinois,IL
DeBaca,34.3087267,-104.4113489,106,New Mexico,NM
DeKalb,34.303881,-86.0364407,4760,Alabama,AL
DeKalb,33.7935967,-84.3261275,42185,Georgia,GA
DeKalb,41.9257998,-88.8919973,10203,Illinois,IL
DeKalb,41.3189083,-85.148865,3240,Indiana,IN
DeKalb,39.7312153,-94.5147132,557,Missouri,MO
DeKalb,36.0738302,-86.0015653,1180,Tennessee,TN
DeSoto,27.0675966,-82.0130961,2462,Florida,FL
DeSoto,34.911876,-90.1913561,11792,Mississippi,MS
DeWitt,28.9141379,-97.6326229,998,Texas,TX
Deaf Smith,34.914806,-102.554528,1604,Texas,TX
Dearborn,38.9967651,-85.0866231,3454,Indiana,IN
Decatur,30.7885813,-84.6340688,1808,Georgia,GA
Decatur,39.1736895,-85.5887469,1752,Indiana,IN
Decatur,40.6455201,-93.9862735,779,Iowa,IA
Decatur,39.8348583,-100.5625191,137,Kansas,KS
Decatur,35.50561,-88.230904,783,Tennessee,TN
Deer Lodge,46.0949625,-113.1401534,623,Montana,MT
Defiance,41.3128056,-84.7253089,2689,Ohio,OH
Del Norte,41.5932043,-124.0459917,1867,California,CA
Delaware,40.1186816,-85.5245944,11057,Indiana,IN
Delaware,42.3494446,-91.5004964,1156,Iowa,IA
Delaware,41.9936625,-75.2660056,3561,New York,NY
Delaware,40.2895056,-83.2030524,11544,Ohio,OH
Delaware,36.4293005,-94.9338481,2299,Oklahoma,OK
Delaware,39.8608003,-75.5993807,47424,Pennsylvania,PA
Delta,38.7520741,-108.1369587,1966,Colorado,CO
Delta,45.7730881,-87.3435878,2404,Michigan,MI
Delta,33.3162692,-95.7889676,341,Texas,TX
Dent,37.646612,-91.7727231,977,Missouri,MO
Denton,33.0093346,-97.2267197,44895,Texas,TX
Denver,39.6476071,-105.0894821,33372,Colorado,CO
Des Moines,40.8634826,-91.3356728,2509,Iowa,IA
Deschutes,44.5006157,-121.8984991,9931,Oregon,OR
Desha,33.9014763,-91.5203736,970,Arkansas,AR
Deuel,41.113295,-102.4090264,95,Nebraska,NE
Deuel,44.5506442,-96.5306134,310,South Dakota,SD
Dewey,35.8709292,-99.3674221,327,Oklahoma,OK
Dewey,45.0318145,-101.4375148,566,South Dakota,SD
Dickens,33.5075853,-100.9083862,137,Texas,TX
Dickenson,37.1667505,-82.4562328,861,Virginia,VA
Dickey,45.9778108,-98.8301571,367,North Dakota,ND
Dickinson,43.422425,-95.3184506,845,Iowa,IA
Dickinson,38.7031708,-97.1215801,1342,Kansas,KS
Dickinson,45.8010597,-88.0778938,1783,Michigan,MI
Dickson,36.0771588,-87.442911,3449,Tennessee,TN
Dillon,34.3580523,-79.4992889,2430,South Carolina,SC
Dimmit,28.301642,-99.7042765,810,Texas,TX
Dinwiddie,37.122207,-77.8208221,1128,Virginia,VA
District of Columbia,38.9091201,-77.0757352,39908,District of Columbia,DC
Divide,48.8875259,-103.7499523,87,North Dakota,ND
Dixie,29.3333255,-83.1225412,849,Florida,FL
Dixon,42.2571674,-96.8913672,433,Nebraska,NE
Doddridge,39.2629402,-80.7740468,340,West Virginia,WV
Dodge,31.9211435,-83.1983703,1738,Georgia,GA
Dodge,44.0292318,-93.0272951,1452,Minnesota,MN
Dodge,41.505048,-96.7853645,2519,Nebraska,NE
Dodge,43.2959808,-88.8677346,5747,Wisconsin,WI
Dolores,37.658451,-109.0296051,102,Colorado,CO
Dona Ana,32.4411094,-106.921281,3385,New Mexico,NM
Doniphan,39.7037161,-95.2739614,764,Kansas,KS
Donley,34.9007598,-100.9945492,404,Texas,TX
Dooly,32.1558773,-83.8867965,1359,Georgia,GA
Door,44.7554918,-87.6052951,1533,Wisconsin,WI
Dorchester,38.2716986,-76.0527038,1995,Maryland,MD
Dorchester,33.1926747,-80.6704168,11226,South Carolina,SC
Dougherty,31.5252605,-84.301465,8332,Georgia,GA
Douglas,39.254744,-105.1569731,19167,Colorado,CO
Douglas,33.6625485,-84.8472331,10815,Georgia,GA
Douglas,39.7009376,-88.4693222,1454,Illinois,IL
Douglas,39.0118338,-95.4425164,10512,Kansas,KS
Douglas,45.78591,-95.7049562,2366,Minnesota,MN
Douglas,36.8986683,-92.6777075,713,Missouri,MO
Douglas,41.3557522,-96.3577076,35451,Nebraska,NE
Douglas,38.9551578,-119.911471,1902,Nevada,NV
Douglas,43.7518287,-124.1661459,6801,Oregon,OR
Douglas,43.4637542,-98.6538021,203,South Dakota,SD
Douglas,47.3099236,-120.0759826,2824,Washington,WA
Douglas,46.4544383,-92.1950411,3033,Wisconsin,WI
Doña Ana,31.9518869,-107.0162715,15706,New Mexico,NM
Drew,33.5917485,-91.9381907,1501,Arkansas,AR
DuPage,41.747452,-88.2386218,65962,Illinois,IL
Dubois,38.2352776,-87.0461635,2804,Indiana,IN
Dubuque,42.395826,-91.115713,7128,Iowa,IA
Duchesne,40.1538263,-110.8199681,1570,Utah,UT
Dukes,41.3371591,-70.7610311,818,Massachusetts,MA
Dundy,40.2117187,-101.9198631,111,Nebraska,NE
Dunklin,36.0355097,-90.3088666,2239,Missouri,MO
Dunn,47.2081797,-102.8331995,192,North Dakota,ND
Dunn,44.9480451,-92.1071636,4127,Wisconsin,WI
Duplin,35.1198759,-78.1744371,3401,North Carolina,NC
Durham,35.8950398,-78.9237474,18236,North Carolina,NC
Dutchess,41.5484987,-73.9684016,24598,New York,NY
Duval,30.2251332,-81.9845611,58365,Florida,FL
Duval,27.8360172,-98.6287762,1006,Texas,TX
Dyer,36.0163775,-89.586052,2684,Tennessee,TN
Eagle,39.777824,-107.1058185,2606,Colorado,CO
East Baton Rouge,30.36507,-91.203973,34317,Louisiana,LA
East Carroll,32.7964806,-91.2533794,555,Louisiana,LA
East Feliciana,30.8177295,-91.1939856,1444,Louisiana,LA
Eastland,32.1169531,-98.9851401,1610,Texas,TX
Eaton,42.4604341,-85.0547432,8262,Michigan,MI
Eau Claire,44.7519836,-91.5149983,8205,Wisconsin,WI
Echols,30.7065018,-83.0190271,95,Georgia,GA
Ector,31.9693122,-102.6308816,10717,Texas,TX
Eddy,32.7019844,-104.9558463,3927,New Mexico,NM
Eddy,47.8395725,-99.097658,138,North Dakota,ND
Edgar,39.5466954,-87.926758,1133,Illinois,IL
Edgecombe,35.913445,-77.7257001,4054,North Carolina,NC
Edgefield,33.7041381,-81.8472766,1283,South Carolina,SC
Edmonson,37.216901,-86.4572337,646,Kentucky,KY
Edmunds,45.452705,-99.67822,270,South Dakota,SD
Edwards,38.361723,-88.1641773,420,Illinois,IL
Edwards,37.8440052,-99.5563539,192,Kansas,KS
Edwards,29.9890298,-100.2851773,116,Texas,TX
Effingham,32.1728431,-81.3986019,3886,Georgia,GA
Effingham,38.8923222,-88.6640285,2686,Illinois,IL
El Dorado,38.6850869,-121.0637686,12500,California,CA
El Paso,38.6347325,-104.9030061,42820,Colorado,CO
El Paso,31.4340582,-106.0632383,69460,Texas,TX
Elbert,39.186147,-104.515915,1570,Colorado,CO
Elbert,34.1862455,-83.0441488,1464,Georgia,GA
Elk,37.3238062,-96.4309516,165,Kansas,KS
Elk,41.3923425,-78.7916306,1908,Pennsylvania,PA
Elkhart,41.5443638,-86.0696684,14532,Indiana,IN
Elko,40.530669,-116.1939779,3880,Nevada,NV
Elliott,38.0888554,-83.1062529,326,Kentucky,KY
Ellis,38.7131299,-99.3325007,2194,Kansas,KS
Ellis,36.0493926,-99.6890488,251,Oklahoma,OK
Ellis,32.3023672,-97.037219,12866,Texas,TX
Ellsworth,38.6150158,-98.4513737,315,Kansas,KS
Elmore,32.4818795,-86.3663112,6100,Alabama,AL
Elmore,42.9178404,-115.5473127,1878,Idaho,ID
Emanuel,32.5540489,-82.595322,1546,Georgia,GA
Emery,38.9239742,-111.2109527,831,Utah,UT
Emmet,43.4041087,-94.8050565,890,Iowa,IA
Emmet,45.5248071,-85.0083454,2227,Michigan,MI
Emmons,46.0982731,-100.2010067,235,North Dakota,ND
Emporia (city),36.6702579,-77.550253,933,Virginia,VA
Erath,32.0753007,-98.3486196,3573,Texas,TX
Erie,42.5938785,-79.0793015,66141,New York,NY
Erie,41.3832279,-82.8058923,5281,Ohio,OH
Erie,41.9396447,-80.4842346,22565,Pennsylvania,PA
Escambia,31.1477327,-87.4948211,2542,Alabama,AL
Escambia,30.3401764,-87.3743399,23103,Florida,FL
Esmeralda,37.7825346,-118.0749004,42,Nevada,NV
Essex,42.4659985,-70.9757922,51892,Massachusetts,MA
Essex,40.7423455,-74.3342374,54926,New Jersey,NJ
Essex,43.9358002,-74.1675142,2378,New York,NY
Essex,44.8008873,-71.862687,403,Vermont,VT
Essex,38.0510978,-77.0726233,771,Virginia,VA
Estill,37.6829776,-83.9909522,942,Kentucky,KY
Etowah,33.9939992,-86.2468703,6721,Alabama,AL
Eureka,39.8279875,-115.9006017,117,Nevada,NV
Evangeline,30.4524669,-92.5777432,2599,Louisiana,LA
Evans,32.1654456,-81.9361689,763,Georgia,GA
Fairfax,38.7813316,-77.3913325,62046,Virginia,VA
Fairfax (city),38.8371379,-77.3404656,6642,Virginia,VA
Fairfield,41.0244455,-73.57115,62198,Connecticut,CT
Fairfield,39.6009855,-82.8300891,11863,Ohio,OH
Fairfield,34.2851395,-81.2965827,1570,South Carolina,SC
Fall River,43.2907662,-103.8496681,411,South Dakota,SD
Fallon,46.3988688,-104.5936848,158,Montana,MT
Falls,31.185096,-97.0436674,1003,Texas,TX
Falls Church (city),38.8863344,-77.1809752,986,Virginia,VA
Fannin,34.9129065,-84.5391041,1252,Georgia,GA
Fannin,33.4022255,-96.2385699,2135,Texas,TX
Faribault,43.5167138,-94.1166445,985,Minnesota,MN
Faulk,44.9914566,-99.4993408,162,South Dakota,SD
Faulkner,34.9739887,-92.5260783,8561,Arkansas,AR
Fauquier,38.5261804,-77.7945658,4541,Virginia,VA
Fayette,33.6515459,-87.9348799,1060,Alabama,AL
Fayette,33.2674273,-84.4751379,9144,Georgia,GA
Fayette,38.9461884,-89.1301478,1371,Illinois,IL
Fayette,39.595055,-85.310832,1615,Indiana,IN
Fayette,42.6886619,-91.9374863,1495,Iowa,IA
Fayette,37.9824602,-84.5630512,20783,Kentucky,KY
Fayette,39.5265158,-83.441323,1730,Ohio,OH
Fayette,39.7513919,-79.8934867,9191,Pennsylvania,PA
Fayette,35.0733869,-89.5050305,1733,Tennessee,TN
Fayette,29.7276173,-97.1584498,1558,Texas,TX
Fayette,37.9282341,-81.2834168,3098,West Virginia,WV
Fentress,36.2855829,-85.0771116,1152,Tennessee,TN
Fergus,46.9071114,-109.6554094,661,Montana,MT
Ferry,48.1114291,-118.6461731,490,Washington,WA
Fillmore,43.6084019,-92.4737571,1526,Minnesota,MN
Fillmore,40.43026,-97.7382609,442,Nebraska,NE
Finney,38.0684254,-101.0212583,3170,Kansas,KS
Fisher,32.7143303,-100.4077729,291,Texas,TX
Flagler,29.428804,-81.339209,5509,Florida,FL
Flathead,48.0444151,-114.8326148,6023,Montana,MT
Fleming,38.2689939,-83.6397813,1000,Kentucky,KY
Florence,33.954301,-79.9322794,9956,South Carolina,SC
Florence,45.9202971,-88.7155099,198,Wisconsin,WI
Floyd,34.1336908,-85.3458008,7063,Georgia,GA
Floyd,38.3059603,-85.9848442,5170,Indiana,IN
Floyd,42.968595,-92.8857167,1129,Iowa,IA
Floyd,37.4755966,-83.0092725,2602,Kentucky,KY
Floyd,33.9619316,-101.2461448,490,Texas,TX
Floyd,36.9115771,-80.603687,767,Virginia,VA
Fluvanna,37.7310042,-78.2631545,1445,Virginia,VA
Foard,33.8996847,-99.7697842,103,Texas,TX
Fond du Lac,43.7435852,-88.8612633,6746,Wisconsin,WI
Ford,40.4678493,-88.3519975,931,Illinois,IL
Ford,37.7236031,-100.0571865,2785,Kansas,KS
Forest,41.3311923,-79.1736798,555,Pennsylvania,PA
Forest,45.5367308,-88.903792,702,Wisconsin,WI
Forrest,31.3337037,-89.4191753,8169,Mississippi,MS
Forsyth,34.2103486,-84.1877939,8000,Georgia,GA
Forsyth,36.0024566,-80.3792915,26468,North Carolina,NC
Fort Bend,29.2863771,-95.7778115,34259,Texas,TX
Foster,47.4404192,-99.0765934,233,North Dakota,ND
Fountain,39.9596356,-87.299105,1418,Indiana,IN
Franklin,34.3391015,-88.095624,2374,Alabama,AL
Franklin,35.3286419,-94.0130245,1351,Arkansas,AR
Franklin,29.7317338,-85.1118722,509,Florida,FL
Franklin,34.2673107,-83.1540998,1746,Georgia,GA
Franklin,42.0634231,-112.015748,1020,Idaho,ID
Franklin,37.869529,-89.056407,2680,Illinois,IL
Franklin,39.3912003,-85.2457978,1377,Indiana,IN
Franklin,42.8041557,-93.4604212,624,Iowa,IA
Franklin,38.4410938,-95.4388607,1953,Kansas,KS
Franklin,38.1755197,-84.8646825,3410,Kentucky,KY
Franklin,31.9517296,-91.8160933,1319,Louisiana,LA
Franklin,44.8669162,-70.7740978,2322,Maine,ME
Franklin,42.7277722,-72.9853464,4302,Massachusetts,MA
Franklin,31.4844467,-91.0834678,514,Mississippi,MS
Franklin,38.4287281,-91.303851,7632,Missouri,MO
Franklin,40.0966507,-99.136253,194,Nebraska,NE
Franklin,44.2260105,-74.4809307,3826,New York,NY
Franklin,35.9999024,-78.4350891,3702,North Carolina,NC
Franklin,39.8155032,-83.1657651,80743,Ohio,OH
Franklin,39.8001867,-77.9474003,7551,Pennsylvania,PA
Franklin,35.0168069,-86.2030198,2695,Tennessee,TN
Franklin,33.0245846,-95.1971335,653,Texas,TX
Franklin,44.8084216,-73.0825075,2920,Vermont,VT
Franklin,36.887904,-80.077927,3431,Virginia,VA
Franklin,46.5936091,-119.1800878,6156,Washington,WA
Franklin (city),36.6558478,-76.9508406,945,Virginia,VA
Frederick,39.314453,-77.6200192,17574,Maryland,MD
Frederick,38.9881306,-78.5723998,5474,Virginia,VA
Fredericksburg (city),38.2992718,-77.4866583,2389,Virginia,VA
Freeborn,43.5300465,-93.5222789,1816,Minnesota,MN
Freestone,31.4788997,-96.2297571,1104,Texas,TX
Fremont,38.3480831,-105.8305702,2399,Colorado,CO
Fremont,43.9792923,-111.7673567,1007,Idaho,ID
Fremont,40.7394749,-95.8003971,504,Iowa,IA
Fremont,43.6271243,-109.6681303,2678,Wyoming,WY
Fresno,36.1977854,-120.4222494,80231,California,CA
Frio,28.7119474,-99.1774217,1368,Texas,TX
Frontier,40.5873205,-100.7458656,244,Nebraska,NE
Fulton,36.3302301,-92.1398237,645,Arkansas,AR
Fulton,33.54643,-84.7226317,66795,Georgia,GA
Fulton,40.2283665,-90.3119148,2256,Illinois,IL
Fulton,40.9928755,-86.4005453,1435,Indiana,IN
Fulton,36.5554213,-89.2192742,435,Kentucky,KY
Fulton,43.2095685,-74.6099954,3467,New York,NY
Fulton,41.5345544,-84.2937871,3499,Ohio,OH
Fulton,39.8079548,-78.2396574,936,Pennsylvania,PA
Furnas,40.3797581,-100.1919495,374,Nebraska,NE
Gadsden,30.5201247,-84.6750807,3168,Florida,FL
Gage,40.0696335,-96.8212161,1335,Nebraska,NE
Gaines,32.6898202,-102.7246614,1463,Texas,TX
Galax (city),36.6399749,-80.9347763,1080,Virginia,VA
Gallatin,37.7072386,-88.3586325,364,Illinois,IL
Gallatin,38.6892051,-84.8714404,593,Kentucky,KY
Gallatin,45.066933,-111.4896836,6592,Montana,MT
Gallia,38.7629278,-82.4115554,2282,Ohio,OH
Galveston,29.3036288,-95.0324162,22269,Texas,TX
Garden,41.5903715,-102.5982594,128,Nebraska,NE
Garfield,39.4950287,-108.0479716,4023,Colorado,CO
Garfield,47.5011541,-107.5138496,44,Montana,MT
