POINTID,ZIPCODE,LATITUDE,LONGITUDE,POINTTYPE,TESTCENTERID,TCTYPE,INSTITUTION,POPULATION
360891,74722,34.3795782,-94.8983357,ZIP,,,,16
360892,74722,34.5,-95,TESTCENTER,2267452,HIGH SCHOOL,BATTIEST HIGH SCHOOL,
360893,74745,33.8590978,-94.8163533,ZIP,,,,727
360894,74745,33.88512,-94.802012,TESTCENTER,2267596,HIGH SCHOOL,IDABEL HIGH SCHOOL,
360895,74745,33.88512,-94.802012,TESTCENTER,2270187,OTHER,SOUTHEASTERN OKLAHOMA - MCCURTAIN,
360896,74728,34.026991,-94.762296,TESTCENTER,2270185,HIGH SCHOOL,BROKEN BOW HIGH SCHOOL,
360897,74740,33.7654118,-94.6081086,ZIP,,,,160
360898,74740,33.787507,-94.581775,TESTCENTER,2272793,HIGH SCHOOL,HAWORTH HIGH SCHOOL,
360899,71836,33.7149944,-94.39765,ZIP,,,,210
360900,71836,33.71759,-94.388108,TESTCENTER,2271191,HIGH SCHOOL,FOREMAN HIGH SCHOOL,
360901,71866,33.8774972,-94.4064843,ZIP,,,,47
360902,74728,34.1503128,-94.8028065,ZIP,,,,800
360903,74724,34.3462758,-94.8613304,ZIP,,,,24
360904,74957,34.5237913,-94.6551413,ZIP,,,,75
360905,74734,34.1022456,-94.5425096,ZIP,,,,72
360906,74963,34.4002443,-94.5797451,ZIP,,,,42
360907,71937,34.3993658,-94.3903036,ZIP,,,,156
360908,71937,34.419159,-94.39234,TESTCENTER,2272341,HIGH SCHOOL,VAN COVE HIGH SCHOOL,
360909,71937,34.419159,-94.39234,TESTCENTER,2273386,HIGH SCHOOL,COSSATOT RIVER HIGH SCHOOL,
360910,74574,34.6890478,-95.2903875,ZIP,,,,59
360911,74578,34.9061479,-95.3416538,ZIP,,,,650
360912,74578,34.912805,-95.338896,TESTCENTER,2270179,2 YR COMM COLLEGE,EASTERN OKLAHOMA STATE COLLEGE,
360913,74552,35.1207491,-95.2426625,ZIP,,,,72
360914,74521,34.6545088,-95.0881744,ZIP,,,,24
360915,74571,34.7172688,-94.9787381,ZIP,,,,232
360916,74563,34.9699302,-95.0726479,ZIP,,,,136
360917,74943,35.0721119,-95.0798775,ZIP,,,,7
360918,74942,34.9003492,-94.9788846,ZIP,,,,11
360919,74935,34.9497594,-94.8963914,ZIP,,,,12
360920,74561,35.1302931,-95.4151992,ZIP,,,,144
360921,74472,35.2498895,-95.2684142,ZIP,,,,44
360922,74455,35.361221,-95.2614617,ZIP,,,,222
360923,74462,35.2909198,-95.1642442,ZIP,,,,512
360924,74469,35.4951063,-95.3083326,ZIP,,,,305
360925,74469,35.494546,-95.306434,TESTCENTER,2270177,2 YR COMM COLLEGE,CONNORS STATE COLLEGE,
360926,74470,35.4767172,-95.1668778,ZIP,,,,112
360927,74462,35.268561,-95.10707,TESTCENTER,2267811,HIGH SCHOOL,STIGLER HIGH SCHOOL,
360928,74944,35.1393738,-94.9899147,ZIP,,,,108
360929,74435,35.5766165,-95.0938376,ZIP,,,,217
360930,74962,35.5440188,-94.940814,ZIP,,,,329
360931,74577,34.6748405,-94.8080159,ZIP,,,,19
360932,74949,34.660972,-94.752143,ZIP,,,,16
360933,74966,34.9176442,-94.865138,ZIP,,,,266
360934,74956,35.1097129,-94.7690889,ZIP,,,,150
360935,74939,34.7298049,-94.6324731,ZIP,,,,42
360936,74937,34.8175244,-94.5874543,ZIP,,,,401
360937,74940,34.9536374,-94.6224271,ZIP,,,,206
360938,74953,35.04,-94.63,TESTCENTER,2270195,2 YR COMM COLLEGE,CARL ALBERT STATE COLLEGE,
360939,74953,35.0434402,-94.61042,ZIP,,,,898
360940,72938,35.0041185,-94.3778188,ZIP,,,,117
360941,74930,35.1834801,-94.7763181,ZIP,,,,165
360942,74941,35.2877536,-94.8839111,ZIP,,,,175
360943,74951,35.1706541,-94.6566838,ZIP,,,,122
360944,74936,35.376865,-94.7244642,ZIP,,,,87
360945,74955,35.485191,-94.778998,TESTCENTER,2268794,2 YR COMM COLLEGE,CARL ALBERT STATE COLLEGE,
360946,74945,35.5994755,-94.809421,ZIP,,,,37
360947,74955,35.4964238,-94.7481011,ZIP,,,,1112
360948,74932,35.1515945,-94.5379883,ZIP,,,,174
360949,74959,35.2709123,-94.6233055,ZIP,,,,493
360950,74902,35.2428516,-94.4903366,ZIP,,,,290
360951,72937,35.1347286,-94.3914563,ZIP,,,,269
360952,74901,35.3670658,-94.4417948,ZIP,,,,104
360953,72908,35.3090035,-94.4074005,ZIP,,,,849
360954,72916,35.2607469,-94.3900986,ZIP,,,,436
360955,72901,35.3661875,-94.4164579,ZIP,,,,1345
360956,72901,35.365272,-94.411035,TESTCENTER,2270074,HIGH SCHOOL,NORTHSIDE HIGH SCHOOL,
360957,72903,35.342673,-94.378361,TESTCENTER,2270076,HIGH SCHOOL,SOUTHSIDE HIGH SCHOOL,
360958,74948,35.4679684,-94.5689424,ZIP,,,,962
360959,74954,35.4250148,-94.5025712,ZIP,,,,360
360960,74946,35.3924505,-94.4547142,ZIP,,,,8
360961,72904,35.405122,-94.38723,TESTCENTER,2267604,HIGH SCHOOL,UNION CHRISTIAN ACADEMY,
360962,72904,35.4133403,-94.3823518,ZIP,,,,1716
360963,72955,35.6141747,-94.4377812,ZIP,,,,38
360964,72932,35.6042195,-94.3773574,ZIP,,,,118
360965,74010,35.82,-96.38,TESTCENTER,2272360,HIGH SCHOOL,BRISTOW HIGH SCHOOL,
360966,74010,35.814546,-96.3638315,ZIP,,,,731
360967,74071,35.783474,-96.2961964,ZIP,,,,20
360968,74039,35.9017191,-96.2365571,ZIP,,,,272
360969,74044,36.0967299,-96.3826116,ZIP,,,,529
360970,74039,35.917075,-96.218009,TESTCENTER,2270151,HIGH SCHOOL,KELLYVILLE HIGH SCHOOL,
360971,74421,35.7627136,-96.0420253,ZIP,,,,346
360972,74456,35.7112397,-95.9969869,ZIP,,,,19
360973,74421,35.789595,-96.026398,TESTCENTER,2272602,HIGH SCHOOL,BEGGS HIGH SCHOOL,
360974,74047,35.8532328,-96.010833,ZIP,,,,524
360975,74066,35.9931415,-96.1642942,ZIP,,,,2125
360976,74066,35.99,-96.09,TESTCENTER,2270155,HIGH SCHOOL,SAPULPA HIGH SCHOOL,
360977,74063,36.1507674,-96.1995898,ZIP,,,,2133
360978,74063,36.13414,-96.142601,TESTCENTER,2272365,HIGH SCHOOL,CHARLES PAGE HIGH SCHOOL,
360979,74041,35.941653,-96.0556665,ZIP,,,,130
360980,74033,35.9459746,-96.0074435,ZIP,,,,784
360981,74033,35.959106,-95.999709,TESTCENTER,2271197,HIGH SCHOOL,GLENPOOL HIGH SCHOOL,
360982,74037,35.9985511,-95.9798898,ZIP,,,,988
360983,74037,36.02,-95.96,TESTCENTER,2270149,HIGH SCHOOL,JENKS HIGH SCHOOL,
360984,74131,36.0536811,-96.0649324,ZIP,,,,168
360985,74050,36.0728222,-96.0645569,ZIP,,,,21
360986,74132,36.048782,-96.0167344,ZIP,,,,494
360987,74107,36.104199,-96.024448,TESTCENTER,2270160,HIGH SCHOOL,DANIEL WEBSTER HIGH SCHOOL,
360988,74127,36.1731317,-96.0464187,ZIP,,,,1228
360989,74107,36.1148468,-96.0323203,ZIP,,,,1322
360990,74127,36.157636,-96.03107,TESTCENTER,2270162,HIGH SCHOOL,CENTRAL HIGH SCHOOL,
360991,74105,36.094808,-95.965544,TESTCENTER,2270158,HIGH SCHOOL,THOMAS A EDISON HIGH SCHOOL,
360992,74105,36.0974418,-95.961087,ZIP,,,,1346
360993,74119,36.142076,-95.9891659,ZIP,,,,54
360994,74103,36.1556004,-95.9945567,ZIP,,,,138
360995,74114,36.1269432,-95.9466945,ZIP,,,,782
360996,74120,36.150737,-95.9774076,ZIP,,,,252
360997,74104,36.1464691,-95.9540049,ZIP,,,,1159
360998,74104,36.146446,-95.952566,TESTCENTER,2273923,4 YR COLLEGE/UNIVERSITY,UNIV OF TULSA,
360999,74081,36.1805171,-96.4515072,ZIP,,,,164
361000,74020,36.2461942,-96.4207498,ZIP,,,,467
361001,74054,36.2819909,-96.3531304,ZIP,,,,56
361002,74035,36.4214042,-96.3879935,ZIP,,,,252
361003,74060,36.250125,-96.270074,TESTCENTER,2273883,HIGH SCHOOL,PRUE HIGH SCHOOL,
361004,74060,36.2719749,-96.2462072,ZIP,,,,38
361005,74084,36.5288459,-96.3615313,ZIP,,,,39
361006,74070,36.4002532,-96.0830884,ZIP,,,,1014
361007,74126,36.2419255,-96.0258288,ZIP,,,,967
361008,74073,36.2930836,-96.0261755,ZIP,,,,397
361009,74106,36.188296,-95.985956,TESTCENTER,2270159,HIGH SCHOOL,BOOKER T WASHINGTON HIGH SCHOOL,
361010,74106,36.1919421,-95.9851503,ZIP,,,,1400
361011,74110,36.1882831,-95.9530827,ZIP,,,,1215
361012,74130,36.2414814,-95.9565902,ZIP,,,,147
361013,74070,36.372495,-96.012325,TESTCENTER,2269496,HIGH SCHOOL,SKIATOOK HIGH SCHOOL,
361014,74002,36.5572144,-96.1430039,ZIP,,,,180
361015,74001,36.4933566,-96.082863,ZIP,,,,28
361016,74051,36.6129972,-95.9566812,ZIP,,,,156
361017,74436,35.7974134,-95.6969812,ZIP,,,,360
361018,74137,36.0224339,-95.930585,ZIP,,,,1923
361019,74008,35.917291,-95.872895,TESTCENTER,2268456,HIGH SCHOOL,BIXBY HIGH SCHOOL,
361020,74008,35.9245209,-95.877641,ZIP,,,,1474
361021,74133,36.0392837,-95.8774439,ZIP,,,,2986
361022,74136,36.0623999,-95.9414572,ZIP,,,,2257
361023,74135,36.0962049,-95.9240161,ZIP,,,,1079
361024,74135,36.097603,-95.922805,TESTCENTER,2270167,HIGH SCHOOL,MEMORIAL SENIOR HIGH SCHOOL,
361025,74135,36.097603,-95.922805,TESTCENTER,2270168,HIGH SCHOOL,BISHOP KELLEY HIGH SCHOOL,
361026,74101,36.072287,-95.902002,TESTCENTER,2272245,OTHER,TULSA BOYS HOME,
361027,74133,36.046717,-95.884062,TESTCENTER,2270166,HIGH SCHOOL,UNION HIGH SCHOOL,
361028,74133,36.046717,-95.884062,TESTCENTER,2271495,HIGH SCHOOL,MINGO VALLEY CHRISTIAN SCHOOL,
361029,74145,36.0971385,-95.8904823,ZIP,,,,1077
361030,74171,36.135342,-95.936103,TESTCENTER,2274198,4 YR COLLEGE/UNIVERSITY,ORAL ROBERTS UNIVERSITY,
361031,74112,36.147039,-95.907036,TESTCENTER,2273052,OTHER,DOVE SCIENCE ACADEMY,
361032,74112,36.1470357,-95.9023276,ZIP,,,,1102
361033,74115,36.175408,-95.911183,TESTCENTER,2270161,2 YR COMM COLLEGE,TULSA CC NORTHEAST CAMPUS,
361034,74146,36.0988061,-95.8551777,ZIP,,,,1182
361035,74129,36.126019,-95.8716019,ZIP,,,,1267
361036,74129,36.125928,-95.865354,TESTCENTER,2270165,HIGH SCHOOL,NATHAN HALE HIGH SCHOOL,
361037,74128,36.145927,-95.851377,TESTCENTER,2270163,HIGH SCHOOL,EAST CENTRAL SENIOR HIGH SCHOOL,
361038,74128,36.1474697,-95.8514604,ZIP,,,,829
361039,74116,36.174994,-95.847695,TESTCENTER,2273158,HIGH SCHOOL,LINCOLN CHRISTIAN SCHOOL,
361040,74011,35.9818119,-95.8091911,ZIP,,,,1880
361041,74012,36.04466,-95.807863,TESTCENTER,2270144,HIGH SCHOOL,BROKEN ARROW HIGH SCHOOL,
361042,74012,36.0514135,-95.8057211,ZIP,,,,4267
361043,74134,36.109821,-95.7980245,ZIP,,,,1067
361044,74108,36.1399443,-95.7896568,ZIP,,,,548
361045,74015,36.17208,-95.727321,TESTCENTER,2272467,HIGH SCHOOL,CATOOSA HIGH SCHOOL,
361046,74458,35.8835812,-95.5917407,ZIP,,,,12
361047,74463,35.7595278,-95.5502833,ZIP,,,,23
361048,74401,35.7230778,-95.4677002,ZIP,,,,1169
361049,74454,35.8543202,-95.5158764,ZIP,,,,196
361050,74429,35.957835,-95.652597,TESTCENTER,2271860,HIGH SCHOOL,COWETA HIGH SCHOOL,
361051,74429,35.9554718,-95.6275644,ZIP,,,,1043
361052,74014,36.0556282,-95.6808161,ZIP,,,,2366
361053,74036,36.1580453,-95.5065493,ZIP,,,,518
361054,74115,36.1991971,-95.9087845,ZIP,,,,1693
361055,74116,36.1887557,-95.8425732,ZIP,,,,285
361056,74055,36.286258,-95.822151,TESTCENTER,2270152,HIGH SCHOOL,OWASSO HIGH SCHOOL,
361057,74055,36.2767055,-95.8190713,ZIP,,,,2924
361058,74021,36.3838191,-95.8420167,ZIP,,,,1264
361059,74015,36.1804253,-95.7028385,ZIP,,,,542
361060,74053,36.4305627,-95.7317242,ZIP,,,,381
361061,74082,36.4504755,-95.8815565,ZIP,,,,5
361062,74061,36.5331248,-95.8926348,ZIP,,,,156
361063,74061,36.575245,-95.89622,TESTCENTER,2272314,HIGH SCHOOL,CANEY VALLEY HIGH SCHOOL,
361064,74080,36.5421066,-95.7490116,ZIP,,,,230
361065,74053,36.443723,-95.72901,TESTCENTER,2273006,HIGH SCHOOL,OOLOGAH HIGH SCHOOL,
361066,74019,36.2847651,-95.6031935,ZIP,,,,1361
361067,74017,36.32,-95.6,TESTCENTER,2270146,HIGH SCHOOL,CLAREMORE HIGH SCHOOL,
361068,74017,36.324208,-95.598539,TESTCENTER,2270145,4 YR COLLEGE/UNIVERSITY,ROGERS STATE UNIVERSITY,
361069,74017,36.3909268,-95.5876885,ZIP,,,,2050
361070,74048,36.6953748,-95.6587986,ZIP,,,,403
361071,74048,36.694565,-95.640421,TESTCENTER,2272461,HIGH SCHOOL,NOWATA HIGH SCHOOL,
361072,74016,36.5451563,-95.4512598,ZIP,,,,419
361073,74056,36.7953016,-96.330859,ZIP,,,,390
361074,67361,37.1376437,-96.2176068,ZIP,,,,108
361075,74003,36.7282717,-96.0675734,ZIP,,,,971
361076,74003,36.743956,-95.992091,TESTCENTER,2270143,HIGH SCHOOL,BARTLESVILLE HIGH SCHOOL,
361077,74022,36.9442957,-95.9877618,ZIP,,,,116
361078,67334,37.023897,-96.1771437,ZIP,,,,10
361079,67360,37.0380238,-96.1065607,ZIP,,,,23
361080,67355,37.0469258,-96.010663,ZIP,,,,18
361081,67347,37.154402,-95.951547,ZIP,,,,22
361082,67346,37.3238062,-96.4309516,ZIP,,,,22
361083,67353,37.3083806,-96.3171933,ZIP,,,,39
361084,67349,37.48089,-96.256298,TESTCENTER,2273776,HIGH SCHOOL,WEST ELK HIGH SCHOOL,
361085,67122,37.6190009,-96.4281161,ZIP,,,,9
361086,67349,37.4944028,-96.297916,ZIP,,,,48
361087,67137,37.6338433,-96.2219719,ZIP,,,,28
361088,67345,37.3776219,-96.1992877,ZIP,,,,10
361089,67344,37.2874708,-95.9538569,ZIP,,,,59
361090,67352,37.4071938,-96.0228258,ZIP,,,,46
361091,67047,37.6318458,-96.0729346,ZIP,,,,33
361092,74006,36.736646,-95.92513,TESTCENTER,2273653,OTHER,TRI COUNTY TECH,
361093,74006,36.7124347,-95.8950382,ZIP,,,,1654
361094,74029,36.80125,-95.93454,TESTCENTER,2270148,HIGH SCHOOL,DEWEY HIGH SCHOOL,
361095,74029,36.8228843,-95.8899074,ZIP,,,,333
361096,74083,36.8792105,-95.7533832,ZIP,,,,75
361097,67333,37.0453907,-95.8824524,ZIP,,,,244
361098,67364,37.060387,-95.8104291,ZIP,,,,27
361099,67340,37.0596024,-95.7131172,ZIP,,,,26
361100,67301,37.2082296,-95.7560807,ZIP,,,,972
361101,74027,36.7885967,-95.5860081,ZIP,,,,72
361102,74042,36.8586073,-95.5779423,ZIP,,,,55
361103,74072,36.951523,-95.5344073,ZIP,,,,122
361104,67337,37.04,-95.63,TESTCENTER,2272296,2 YR COMM COLLEGE,COFFEYVILLE COMMUNITY COLLEGE,
361105,67337,37.0536647,-95.5981976,ZIP,,,,1116
361106,67351,37.1435555,-95.5689373,ZIP,,,,22
361107,67301,37.229247,-95.716528,TESTCENTER,2272295,2 YR COMM COLLEGE,INDEPENDENCE COMMUNITY COLLEGE,
361108,66757,37.4172059,-95.695818,ZIP,,,,241
361109,66736,37.5514767,-95.861095,ZIP,,,,257
361110,66714,37.6366017,-95.6986207,ZIP,,,,7
361111,66717,37.6958602,-95.6969024,ZIP,,,,33
361112,67335,37.2745822,-95.5267445,ZIP,,,,251
361113,67341,37.3443696,-95.4283556,ZIP,,,,25
361114,66776,37.462882,-95.4893912,ZIP,,,,95
361115,66710,37.5515979,-95.6244989,ZIP,,,,34
361116,66720,37.6483295,-95.4571904,ZIP,,,,865
361117,66720,37.67,-95.46,TESTCENTER,2269596,2 YR COMM COLLEGE,NEOSHO COUNTY COMMUNITY COLLEGE,
361118,74403,35.75,-95.38,TESTCENTER,2270173,HIGH SCHOOL,MUSKOGEE HIGH SCHOOL,
361119,74403,35.6705164,-95.3069452,ZIP,,,,2091
361120,74446,35.8490085,-95.3157219,ZIP,,,,52
361121,74446,35.848789,-95.315507,TESTCENTER,2270349,HIGH SCHOOL,OKAY HIGH SCHOOL,
361122,74423,35.6727742,-95.1917287,ZIP,,,,55
361123,74434,35.8095487,-95.2108697,ZIP,,,,693
361124,74467,35.9674753,-95.3929062,ZIP,,,,963
361125,74337,36.1407408,-95.3369357,ZIP,,,,350
361126,74352,36.1419135,-95.1803956,ZIP,,,,496
361127,74451,35.7352565,-94.9641387,ZIP,,,,273
361128,74464,35.909385,-94.97873,TESTCENTER,2270176,4 YR COLLEGE/UNIVERSITY,NORTHEASTERN STATE UNIVERSITY,
361129,74464,35.909385,-94.97873,TESTCENTER,2270814,HIGH SCHOOL,SEQUOYAH HIGH SCHOOL,
361130,74464,35.909385,-94.97873,TESTCENTER,2271821,HIGH SCHOOL,TAHLEQUAH HIGH SCHOOL,
361131,74441,35.9768508,-95.145009,ZIP,,,,385
361132,74452,36.1201721,-95.0680779,ZIP,,,,36
361133,74464,35.9279707,-94.9824538,ZIP,,,,2924
361134,74361,36.292112,-95.312942,TESTCENTER,2273765,OTHER,THUNDERBIRD YOUTH ACADEMY,
361135,74361,36.3027674,-95.3068416,ZIP,,,,1258
361136,74352,36.181902,-95.168854,TESTCENTER,2269430,HIGH SCHOOL,LOCUST GROVE HIGH SCHOOL,
361137,74352,36.181902,-95.168854,TESTCENTER,2273634,JR HIGH/MIDDLE SCHOOL,LOCUST GROVE MIDDLE SCHOOL,
361138,74330,36.4371072,-95.2723727,ZIP,,,,210
361139,74332,36.5169711,-95.2286303,ZIP,,,,141
361140,74301,36.6777257,-95.2247264,ZIP,,,,738
361141,74365,36.29,-95.14,TESTCENTER,2270171,HIGH SCHOOL,SALINA HIGH SCHOOL,
361142,74365,36.2937079,-95.0713413,ZIP,,,,378
361143,74367,36.4160882,-95.1128883,ZIP,,,,22
361144,74366,36.3904034,-95.0461617,ZIP,,,,96
361145,74364,36.1963157,-94.9485244,ZIP,,,,135
361146,74342,36.4293005,-94.9338481,ZIP,,,,157
361147,74350,36.4648267,-95.0543694,ZIP,,,,71
361148,74349,36.5175196,-95.0373561,ZIP,,,,17
361149,74301,36.633353,-95.138164,TESTCENTER,2274108,HIGH SCHOOL,VINITA HIGH SCHOOL,
361150,74340,36.47523,-95.0231017,ZIP,,,,18
361151,74331,36.6394222,-94.9404094,ZIP,,,,371
361152,74427,35.6789055,-94.8888462,ZIP,,,,69
361153,74471,35.8342039,-94.871883,ZIP,,,,135
361154,74931,35.6996662,-94.7410137,ZIP,,,,104
361155,74960,35.8104183,-94.6504826,ZIP,,,,1042
361156,74457,36.0058907,-94.8411794,ZIP,,,,42
361157,74359,36.1735262,-94.7922182,ZIP,,,,43
361158,74964,36.1119482,-94.6588008,ZIP,,,,191
361159,74964,36.115216,-94.634472,TESTCENTER,2268224,HIGH SCHOOL,WATTS HIGH SCHOOL,
361160,74960,35.810703,-94.631322,TESTCENTER,2270196,HIGH SCHOOL,STILWELL HIGH SCHOOL,
361161,72729,35.7715259,-94.4562114,ZIP,,,,21
361162,72948,35.7026742,-94.3929933,ZIP,,,,52
361163,72717,35.8350937,-94.4084228,ZIP,,,,71
361164,74965,35.9963825,-94.6307555,ZIP,,,,403
361165,74965,35.991226,-94.592627,TESTCENTER,2268911,JR HIGH/MIDDLE SCHOOL,WESTVILLE HIGH SCHOOL,
361166,72769,36.0358574,-94.4958983,ZIP,,,,93
361167,72744,35.96258,-94.4353646,ZIP,,,,384
361168,72744,35.956931,-94.42724,TESTCENTER,2271794,HIGH SCHOOL,LINCOLN HIGH SCHOOL,
361169,72761,36.1688141,-94.4548563,ZIP,,,,1802
361170,74368,36.2075526,-94.8485405,ZIP,,,,10
361171,74347,36.2099145,-94.8119833,ZIP,,,,242
361172,74346,36.436343,-94.776309,TESTCENTER,2273127,HIGH SCHOOL,JAY HIGH SCHOOL,
361173,74338,36.2571186,-94.7317725,ZIP,,,,445
361174,74338,36.233349,-94.654675,TESTCENTER,2271712,HIGH SCHOOL,COLCORD HIGH SCHOOL,
361175,74346,36.439428,-94.7541411,ZIP,,,,623
361176,74344,36.5954778,-94.7406857,ZIP,,,,779
361177,72761,36.18,-94.55,TESTCENTER,2270066,HIGH SCHOOL,SILOAM SPRINGS HIGH SCHOOL,
361178,72747,36.3686303,-94.5827895,ZIP,,,,12
361179,72734,36.2702504,-94.4510579,ZIP,,,,558
361180,72722,36.3437685,-94.4699443,ZIP,,,,207
361181,72736,36.415513,-94.477862,TESTCENTER,2271308,HIGH SCHOOL,GRAVETTE HIGH SCHOOL,
361182,72736,36.4136156,-94.4650232,ZIP,,,,503
361183,64863,36.5593672,-94.5833401,ZIP,,,,129
361184,72768,36.4783222,-94.4985955,ZIP,,,,73
361185,64854,36.5459881,-94.4558837,ZIP,,,,313
361186,64847,36.5939819,-94.4409991,ZIP,,,,28
361187,64831,36.669224,-94.476648,TESTCENTER,2274133,HIGH SCHOOL,MC DONALD COUNTY HIGH SCHOOL,
361188,64831,36.6591281,-94.4567621,ZIP,,,,475
361189,74369,36.9246199,-95.2020023,ZIP,,,,139
361190,67342,37.0595344,-95.3573012,ZIP,,,,68
361191,67354,37.2094399,-95.4091847,ZIP,,,,42
361192,67330,37.1580546,-95.3091483,ZIP,,,,157
361193,67330,37.19,-95.3,TESTCENTER,2269652,HIGH SCHOOL,LABETTE COUNTY HIGH SCHOOL,
361194,67332,37.0433684,-95.236567,ZIP,,,,17
361195,74333,36.7940041,-95.0819096,ZIP,,,,92
361196,67356,37.1762572,-95.1457719,ZIP,,,,182
361197,67336,37.0955951,-95.0642965,ZIP,,,,134
361198,66740,37.4795508,-95.3641858,ZIP,,,,35
361199,67357,37.338888,-95.269288,TESTCENTER,2269653,2 YR COMM COLLEGE,LABETTE COMMUNITY COLLEGE,
361200,67357,37.3459287,-95.2616173,ZIP,,,,949
361201,66733,37.5967592,-95.2548228,ZIP,,,,155
361202,66782,37.2850166,-94.9263189,ZIP,,,,10
361203,66753,37.3620549,-95.0110491,ZIP,,,,56
361204,66771,37.4875628,-95.1459946,ZIP,,,,79
361205,66775,37.7019349,-95.1487715,ZIP,,,,13
361206,66780,37.6217282,-95.0569331,ZIP,,,,26
361207,66746,37.6681106,-94.9541362,ZIP,,,,25
361208,74343,36.7362525,-94.8209198,ZIP,,,,217
361209,74354,36.8861358,-94.8825108,ZIP,,,,1500
361210,74354,36.88,-94.87,TESTCENTER,2270169,2 YR COMM COLLEGE,NORTHEASTERN OKLAHOMA A AND M COL,
361211,74358,36.9178472,-94.8806009,ZIP,,,,25
361212,74339,36.9339466,-94.8797103,ZIP,,,,205
361213,74370,36.7497743,-94.6803694,ZIP,,,,233
361214,74363,36.9554003,-94.7150913,ZIP,,,,204
361215,66778,37.0004994,-94.8408568,ZIP,,,,5
361216,66713,37.0404916,-94.7852944,ZIP,,,,408
361217,66725,37.1565831,-94.8953188,ZIP,,,,354
361218,66725,37.168992,-94.850227,TESTCENTER,2269599,HIGH SCHOOL,COLUMBUS UNIFIED HIGH SCHOOL,
361219,66713,37.028057,-94.739276,TESTCENTER,2269764,HIGH SCHOOL,BAXTER SPRINGS HIGH SCHOOL,
361220,66770,37.0807355,-94.7153423,ZIP,,,,89
361221,66770,37.099262,-94.678801,TESTCENTER,2272291,HIGH SCHOOL,RIVERTON HIGH SCHOOL,
361222,66739,37.12578,-94.6552611,ZIP,,,,367
361223,64865,36.8426773,-94.5813065,ZIP,,,,430
361224,64865,36.844169,-94.559367,TESTCENTER,2269455,HIGH SCHOOL,SENECA HIGH SCHOOL,
361225,64858,36.9008615,-94.530534,ZIP,,,,16
361226,64843,36.7338947,-94.4439261,ZIP,,,,218
361227,64850,36.8605331,-94.4016749,ZIP,,,,1943
361228,64850,36.870634,-94.386218,TESTCENTER,2269457,HIGH SCHOOL,NEOSHO SENIOR HIGH SCHOOL,
361229,64804,37.0216913,-94.5108993,ZIP,,,,2278
361230,64804,37.046454,-94.510252,TESTCENTER,2274154,HIGH SCHOOL,JOPLIN HIGH SCHOOL,
361231,64834,37.1878748,-94.5736117,ZIP,,,,753
361232,64834,37.179479,-94.55502,TESTCENTER,2270113,HIGH SCHOOL,CARL JUNCTION HIGH SCHOOL,
361233,64801,37.09,-94.45,TESTCENTER,2269454,4 YR COLLEGE/UNIVERSITY,MISSOURI SOUTHERN STATE UNIV,
361234,64841,37.0783482,-94.4167521,ZIP,,,,20
361235,64801,37.1069023,-94.4976466,ZIP,,,,2534
361236,64870,37.144,-94.472683,TESTCENTER,2267200,HIGH SCHOOL,WEBB CITY HIGH SCHOOL,
361237,64870,37.144,-94.472683,TESTCENTER,2267527,JR HIGH/MIDDLE SCHOOL,WEBB CITY JUNIOR HIGH SCHOOL,
361238,64870,37.144,-94.472683,TESTCENTER,2269456,2 YR COMM COLLEGE,CROWDER COLLEGE,
361239,64835,37.1484435,-94.4374843,ZIP,,,,127
361240,64870,37.1829175,-94.477775,ZIP,,,,1066
361241,66724,37.3469779,-94.8567244,ZIP,,,,85
361242,66773,37.2722572,-94.8065719,ZIP,,,,53
361243,66781,37.2885834,-94.7334908,ZIP,,,,92
361244,66762,37.393869,-94.7104693,ZIP,,,,2263
361245,66762,37.413156,-94.70225,TESTCENTER,2272290,4 YR COLLEGE/UNIVERSITY,PITTSBURG STATE UNIVERSITY,
361246,66763,37.4631503,-94.6978102,ZIP,,,,205
361247,66743,37.5039977,-94.8936916,ZIP,,,,290
361248,66743,37.509129,-94.856913,TESTCENTER,2271653,HIGH SCHOOL,GIRARD HIGH SCHOOL,
361249,66734,37.6180887,-94.8301826,ZIP,,,,26
361250,66735,37.5231612,-94.7085639,ZIP,,,,33
361251,66712,37.5648758,-94.7145189,ZIP,,,,122
361252,66756,37.5448304,-94.6591491,ZIP,,,,83
361253,66711,37.637096,-94.6850006,ZIP,,,,36
361254,66741,37.71914,-94.6560069,ZIP,,,,18
361255,64832,37.3402092,-94.5735977,ZIP,,,,48
361256,64769,37.4806882,-94.5683093,ZIP,,,,50
361257,64857,37.2458539,-94.4385852,ZIP,,,,38
361258,64849,37.2549042,-94.4448811,ZIP,,,,7
361259,64855,37.2954781,-94.4853196,ZIP,,,,189
361260,64830,37.2313912,-94.4103696,ZIP,,,,44
361261,64762,37.572453,-94.520377,TESTCENTER,2271249,HIGH SCHOOL,LIBERAL HIGH SCHOOL,
361262,64728,37.7030471,-94.5238163,ZIP,,,,43
361263,64762,37.5466588,-94.5014834,ZIP,,,,105
361264,71820,33.7994116,-94.2725769,ZIP,,,,5
361265,71822,33.6630946,-94.1562672,ZIP,,,,584
361266,71822,33.678711,-94.135102,TESTCENTER,2269976,HIGH SCHOOL,ASHDOWN HIGH SCHOOL,
361267,71865,33.7409957,-94.1498657,ZIP,,,,16
361268,71842,33.9028823,-94.285269,ZIP,,,,195
