COUNTY,LAT,LONG,POPULATION,STATE,STATE_ABBREVIATION,ID2
Lampasas,31.2721225,-98.3653382,1519,Texas,TX,48281
Lancaster,40.560655499999996,-96.8214792,21105,Nebraska,NE,31109
Lancaster,39.8089295,-76.2530137,38023,Pennsylvania,PA,42071
Lancaster,34.5542826,-80.7496841,4285,South Carolina,SC,45057
Lancaster,37.6710456,-76.4557003,599,Virginia,VA,51103
Lander,39.43054179999999,-117.16277109999999,460,Nevada,NV,32015
Lane,38.470500799999996,-100.4416243,109,Kansas,KS,20101
Lane,43.889587899999995,-124.0249065,25526,Oregon,OR,41039
Langlade,45.1221999,-89.170828,1260,Wisconsin,WI,55067
Lanier,30.9638847,-82.99547209999999,529,Georgia,GA,13173
Lapeer,42.951094299999994,-83.41225940000001,6588,Michigan,MI,26087
Laramie,41.0534234,-105.178649,5956,Wyoming,WY,56021
Larimer,40.3847437,-105.58637639999999,22581,Colorado,CO,08069
Larue,37.4028315,-85.71953620000001,930,Kentucky,KY,21099
Las Animas,37.149009,-104.9647561,1068,Colorado,CO,08071
Lassen,40.2707312,-121.03946140000001,2110,California,CA,06035
Latah,46.730066,-117.0148063,4018,Idaho,ID,16057
Latimer,34.9061479,-95.34165379999999,786,Oklahoma,OK,40077
Lauderdale,34.955707000000004,-88.0265548,6734,Alabama,AL,01077
Lauderdale,32.334866,-88.796844,6257,Mississippi,MS,28075
Lauderdale,35.6592888,-89.70461759999999,1975,Tennessee,TN,47097
Laurel,37.009947600000004,-84.1223487,3336,Kentucky,KY,21125
Laurens,32.2816081,-83.01978890000001,3499,Georgia,GA,13175
Laurens,34.34024779999999,-82.0901276,4075,South Carolina,SC,45059
Lavaca,29.202323699999997,-97.0763055,1471,Texas,TX,48123
Lawrence,34.469857,-87.49570179999999,1859,Alabama,AL,01079
Lawrence,35.8991424,-91.2910453,1424,Arkansas,AR,05075
Lawrence,38.728410700000005,-87.8526312,989,Illinois,IL,17101
Lawrence,38.7147426,-86.6769676,3089,Indiana,IN,18093
Lawrence,38.01040820000001,-82.9750823,1080,Kentucky,KY,21127
Lawrence,31.642810100000002,-90.2091761,1195,Mississippi,MS,28077
Lawrence,36.958625299999994,-94.04031979999999,2466,Missouri,MO,29109
Lawrence,38.5611865,-82.68026490000001,4151,Ohio,OH,39087
Lawrence,40.8852586,-80.4791624,6620,Pennsylvania,PA,42073
Lawrence,44.2554342,-103.8875686,1829,South Dakota,SD,46081
Lawrence,35.0705953,-87.64511529999999,3328,Tennessee,TN,47181
Le Flore,34.7172688,-94.97873809999999,3601,Oklahoma,OK,40079
Le Sueur,44.266104799999994,-93.94542870000001,2222,Minnesota,MN,27079
Lea,32.1552376,-103.3780408,4894,New Mexico,NM,35025
Leake,32.586250199999995,-89.6631563,2431,Mississippi,MS,28079
Leavenworth,39.015766299999996,-95.0482662,4543,Kansas,KS,20103
Lebanon,40.277992,-76.5828405,8887,Pennsylvania,PA,42075
Lee,32.5829368,-85.585938,11608,Alabama,AL,01081
Lee,34.810402,-91.0233713,668,Arkansas,AR,05077
Lee,26.463919800000003,-82.09303059999999,30252,Florida,FL,12071
Lee,31.8991789,-84.2433175,1923,Georgia,GA,13177
Lee,41.6876256,-89.562791,2437,Illinois,IL,17103
Lee,40.5253456,-91.5650235,2346,Iowa,IA,19111
Lee,37.5832201,-83.71071059999998,441,Kentucky,KY,21129
Lee,34.1235494,-88.7626441,6426,Mississippi,MS,28081
Lee,35.5144078,-79.195453,5118,North Carolina,NC,37105
Lee,34.223091100000005,-80.27265,1158,South Carolina,SC,45061
Lee,30.167623699999996,-96.923038,1294,Texas,TX,48287
Lee,36.62535820000001,-83.5145843,1407,Virginia,VA,51105
Leelanau,44.8182519,-86.0093038,1050,Michigan,MI,26089
Leflore,33.3640045,-90.37854909999999,2594,Mississippi,MS,28083
Lehigh,40.47797429999999,-75.646129,23611,Pennsylvania,PA,42011
Lemhi,44.97981420000001,-113.8962768,447,Idaho,ID,16059
Lenawee,41.837616,-84.3382611,7834,Michigan,MI,26091
Lenoir,35.0278953,-77.7364173,4639,North Carolina,NC,37107
Leon,30.385435600000005,-84.51218109999999,27231,Florida,FL,12073
Leon,31.235882500000002,-96.2292795,1236,Texas,TX,48289
Leslie,36.9000502,-83.44003520000001,664,Kentucky,KY,21131
Letcher,36.987113799999996,-83.107019,1642,Kentucky,KY,21133
Levy,29.2006157,-83.00449429999999,2320,Florida,FL,12075
Lewis,46.1275429,-116.6894308,382,Idaho,ID,16061
Lewis,38.547638799999994,-83.5628884,942,Kentucky,KY,21135
Lewis,40.097021999999996,-91.9034003,801,Missouri,MO,29111
Lewis,43.460773700000004,-75.55246290000001,1798,New York,NY,36049
Lewis,35.5281708,-87.5629428,693,Tennessee,TN,47101
Lewis,46.5463376,-123.31408390000001,5629,Washington,WA,53041
Lewis,38.784372399999995,-80.4538714,1085,West Virginia,WV,54041
Lewis and Clark,46.5305092,-112.1997264,4146,Montana,MT,30049
Lexington,33.8691012,-81.5510777,18379,South Carolina,SC,45063
Lexington (city),37.778993,-79.5265781,1792,Virginia,VA,51163
Liberty,30.26544,-84.9796655,493,Florida,FL,12077
Liberty,31.7506288,-81.6023504,5188,Georgia,GA,13179
Liberty,48.555118799999995,-111.0055882,144,Montana,MT,30051
Liberty,30.392374,-95.1911808,6475,Texas,TX,48407
Licking,39.9613786,-82.60395550000001,11074,Ohio,OH,39089
Limestone,34.7738334,-87.0841448,4461,Alabama,AL,01083
Limestone,31.2995878,-96.60895190000001,1599,Texas,TX,48293
Lincoln,33.9244894,-91.837089,818,Arkansas,AR,05079
Lincoln,38.6634637,-103.41918620000001,316,Colorado,CO,08073
Lincoln,33.7783876,-82.430194,531,Georgia,GA,13181
Lincoln,43.0700846,-114.4123255,418,Idaho,ID,16063
Lincoln,39.0058492,-98.3822986,181,Kansas,KS,20105
Lincoln,37.4355847,-84.8701304,1793,Kentucky,KY,21045
Lincoln,32.4898562,-92.6438738,5174,Louisiana,LA,22061
Lincoln,43.8966559,-69.6741696,1889,Maine,ME,23015
Lincoln,44.4949144,-96.39464620000001,280,Minnesota,MN,27081
Lincoln,31.436637100000006,-90.4568498,2371,Mississippi,MS,28085
Lincoln,38.98640220000001,-91.25330459999999,3759,Missouri,MO,29219
Lincoln,48.2259165,-115.39181370000001,1178,Montana,MT,30053
Lincoln,40.8219422,-101.16086640000002,2388,Nebraska,NE,31111
Lincoln,37.276925399999996,-115.39412140000002,497,Nevada,NV,32017
Lincoln,33.4741456,-105.8453006,1127,New Mexico,NM,35027
Lincoln,35.5523598,-81.4250715,5120,North Carolina,NC,37109
Lincoln,35.519045,-96.89855440000001,2272,Oklahoma,OK,40081
Lincoln,44.2846114,-124.0226756,2380,Oregon,OR,41041
Lincoln,43.33783820000001,-96.8748545,1333,South Dakota,SD,46083
Lincoln,35.121359999999996,-86.81210820000001,2164,Tennessee,TN,47103
Lincoln,47.3268396,-118.7658705,595,Washington,WA,53043
Lincoln,38.2047203,-82.18701949999999,1422,West Virginia,WV,54043
Lincoln,45.2177291,-89.7936429,2225,Wisconsin,WI,55069
Lincoln,41.76954370000001,-110.53347109999999,1223,Wyoming,WY,56023
Linn,41.9022903,-91.7887022,15524,Iowa,IA,19113
Linn,38.0882168,-94.9791697,587,Kansas,KS,20107
Linn,39.784732500000004,-93.2983164,925,Missouri,MO,29115
Linn,44.260727100000004,-123.05464769999999,8342,Oregon,OR,41043
Lipscomb,36.38023270000001,-100.5074418,221,Texas,TX,48295
Litchfield,41.65055770000001,-73.479353,12211,Connecticut,CT,09005
Little River,33.714994399999995,-94.39765,884,Arkansas,AR,05081
Live Oak,28.2574752,-98.1430508,605,Texas,TX,48297
Livingston,40.88426320000001,-88.86163420000001,2487,Illinois,IL,17105
Livingston,37.0583371,-88.46570679999999,576,Kentucky,KY,21139
Livingston,30.2994338,-90.8130857,9118,Louisiana,LA,22063
Livingston,42.4619251,-83.94738170000001,10833,Michigan,MI,26093
Livingston,39.6769096,-93.69278940000001,930,Missouri,MO,29117
Livingston,42.5320904,-78.0015645,5793,New York,NY,36051
Llano,30.858957500000002,-98.8613135,768,Texas,TX,48299
Logan,35.0800535,-93.9398671,1729,Arkansas,AR,05083
Logan,40.5672219,-103.4769429,1697,Colorado,CO,08075
Logan,40.0861109,-89.5438745,2106,Illinois,IL,17107
Logan,38.926382399999994,-101.2099848,202,Kansas,KS,20109
Logan,36.6828895,-86.84442270000001,1874,Kentucky,KY,21141
Logan,41.569639200000005,-100.5416415,51,Nebraska,NE,31113
Logan,46.48715,-99.6828913,87,North Dakota,ND,38047
Logan,40.3091586,-83.9787116,3485,Ohio,OH,39091
Logan,35.977961,-97.63150309999999,2750,Oklahoma,OK,40083
Logan,37.7047417,-82.0220963,2170,West Virginia,WV,54045
Long,31.7235695,-81.7142872,748,Georgia,GA,13183
Lonoke,34.5935284,-92.0087125,4769,Arkansas,AR,05085
Lorain,41.266528799999996,-82.305788,20885,Ohio,OH,39093
Los Alamos,35.84071289999999,-106.28808980000001,1126,New Mexico,NM,35028
Los Angeles,33.399247499999994,-118.43560079999999,753300,California,CA,06037
Loudon,35.6792505,-84.48181720000001,3258,Tennessee,TN,47105
Loudoun,39.0864737,-77.8872301,19249,Virginia,VA,51043
Louisa,41.1012374,-91.280466,799,Iowa,IA,19115
Louisa,38.0041674,-78.04005740000001,1859,Virginia,VA,51109
Loup,41.8976648,-99.5097764,28,Nebraska,NE,31115
Love,33.9044705,-97.43057420000001,543,Oklahoma,OK,40085
Lowndes,32.173924,-86.68417190000001,672,Alabama,AL,01085
Lowndes,30.7587208,-83.319023,10384,Georgia,GA,13185
Lowndes,33.3367587,-88.61891999999999,4134,Mississippi,MS,28087
Lubbock,33.455286699999995,-102.0140548,23522,Texas,TX,48303
Lucas,40.9480726,-93.46625440000001,628,Iowa,IA,19117
Lucas,41.4921602,-83.8763158,32965,Ohio,OH,39095
Luce,46.3682929,-85.75090209999999,351,Michigan,MI,26095
Lumpkin,34.56356029999999,-84.020072,2390,Georgia,GA,13187
Luna,31.844878700000002,-107.69472250000001,1937,New Mexico,NM,35029
Lunenburg,36.9287032,-78.2985879,556,Virginia,VA,51111
Luzerne,40.957214799999996,-76.19518479999999,21901,Pennsylvania,PA,42079
Lycoming,41.2494446,-77.2696464,8708,Pennsylvania,PA,42081
Lyman,43.920919399999995,-100.2961142,295,South Dakota,SD,46085
Lynchburg (city),37.454015500000004,-79.2497358,9865,Virginia,VA,51019
Lynn,32.927009600000005,-101.7644137,430,Texas,TX,48115
Lyon,43.3093607,-96.45841879999999,781,Iowa,IA,19119
Lyon,38.223501,-96.29319699999999,2765,Kansas,KS,20111
Lyon,37.0752223,-88.17404930000001,362,Kentucky,KY,21143
Lyon,44.338334,-96.00651009999999,2126,Minnesota,MN,27083
Lyon,39.2610335,-119.6346422,3525,Nevada,NV,32019
Mackinac,46.03186420000001,-85.7374038,597,Michigan,MI,26097
Macomb,42.4660796,-82.946341,56704,Michigan,MI,26099
Macon,32.378389299999995,-85.92369980000001,2270,Alabama,AL,01087
Macon,32.3335185,-84.2042381,556,Georgia,GA,13193
Macon,39.7219843,-89.1508111,7755,Illinois,IL,17021
Macon,39.7494089,-92.7511515,1028,Missouri,MO,29121
Macon,35.0285723,-83.46661490000001,1909,North Carolina,NC,37113
Macon,36.5353544,-86.0110481,1281,Tennessee,TN,47111
Macoupin,39.0433763,-89.951132,2944,Illinois,IL,17117
Madera,36.9180792,-120.1859331,11262,California,CA,06039
Madison,34.5634615,-86.51939870000001,25610,Alabama,AL,01089
Madison,36.155899700000006,-93.8868454,1046,Arkansas,AR,05087
Madison,30.3848471,-83.2561276,1397,Florida,FL,12079
Madison,34.028875299999996,-83.21329720000001,2109,Georgia,GA,13195
Madison,43.8146898,-111.8225462,4888,Idaho,ID,16065
Madison,38.962875399999994,-90.242457,18617,Illinois,IL,17119
Madison,39.955501399999996,-85.8017415,9102,Indiana,IN,18095
Madison,41.2110183,-94.1993534,1020,Iowa,IA,19121
Madison,37.573471399999995,-84.2908584,7235,Kentucky,KY,21151
Madison,32.358981199999995,-91.18106359999999,811,Louisiana,LA,22065
Madison,32.5563705,-90.318383,6518,Mississippi,MS,28089
Madison,37.38894570000001,-90.18702490000001,891,Missouri,MO,29123
Madison,45.4568567,-112.3263862,329,Montana,MT,30057
Madison,41.7924335,-97.78594629999999,2926,Nebraska,NE,31119
Madison,42.7123098,-75.8651937,6614,New York,NY,36017
Madison,35.8003602,-82.8811452,1520,North Carolina,NC,37115
Madison,39.7439885,-83.5566918,3471,Ohio,OH,39097
Madison,35.4567276,-89.0448454,7854,Tennessee,TN,47113
Madison,30.8793797,-96.1389585,880,Texas,TX,48313
Madison,38.3346049,-78.3803613,645,Virginia,VA,51113
Magoffin,37.7062224,-83.0952896,925,Kentucky,KY,21153
Mahaska,41.3418358,-92.8046564,1448,Iowa,IA,19123
Mahnomen,47.167325299999995,-95.7456543,384,Minnesota,MN,27087
Mahoning,40.9200028,-81.02526759999999,16105,Ohio,OH,39099
Major,36.237872700000004,-98.89548909999999,450,Oklahoma,OK,40093
Malheur,42.7490758,-117.5114594,2275,Oregon,OR,41045
Manassas (city),38.7936407,-77.5310242,5452,Virginia,VA,51153
Manassas Park (city),38.6645714,-77.42932569999999,4314,Virginia,VA,51153
Manatee,27.4911778,-82.7050182,18554,Florida,FL,12081
Manistee,44.2148336,-86.29029659999999,1409,Michigan,MI,26101
Manitowoc,43.956873200000004,-87.9723293,5452,Wisconsin,WI,55071
Marathon,44.7506108,-90.3319887,8759,Wisconsin,WI,55019
Marengo,32.1161327,-87.91297349999999,1369,Alabama,AL,01091
Maricopa,33.4303391,-113.0460899,260699,Arizona,AZ,04013
Maries,38.204151700000004,-91.9264338,393,Missouri,MO,29125
Marin,38.2524198,-122.96271680000001,12747,California,CA,06041
Marinette,45.5791475,-88.40161490000001,2781,Wisconsin,WI,55075
Marion,33.9776081,-87.90372190000001,1753,Alabama,AL,01093
Marion,36.2878941,-92.8443046,861,Arkansas,AR,05089
Marion,29.088393,-82.38153630000001,18657,Florida,FL,12083
Marion,32.2854664,-84.4935963,435,Georgia,GA,13197
Marion,38.512862899999995,-89.14183659999999,3220,Illinois,IL,17121
Marion,39.6362993,-86.3025526,64314,Indiana,IN,18097
Marion,41.235597399999996,-93.2450915,2712,Iowa,IA,19125
Marion,38.24681470000001,-97.3463387,945,Kansas,KS,20115
Marion,37.542331700000005,-85.4662668,1299,Kentucky,KY,21155
Marion,31.2465494,-90.0142583,1841,Mississippi,MS,28091
Marion,39.7905357,-91.5688549,1943,Missouri,MO,29127
Marion,40.5909032,-83.3715445,4401,Ohio,OH,39101
Marion,44.7493954,-123.0275932,21828,Oregon,OR,41047
Marion,33.8838453,-79.349409,2265,South Carolina,SC,45067
Marion,35.0709369,-85.75460509999999,1632,Tennessee,TN,47115
Marion,32.7949731,-94.3103064,451,Texas,TX,48315
Marion,39.528793,-80.3800876,4023,West Virginia,WV,54049
Mariposa,37.3655296,-120.1601635,936,California,CA,06043
Marlboro,34.744161600000005,-79.83073929999999,1864,South Carolina,SC,45069
Marquette,46.4816142,-88.24334329999999,5140,Michigan,MI,26013
Marquette,43.666201799999996,-89.5951583,937,Wisconsin,WI,55077
Marshall,34.4356795,-86.5113741,7647,Alabama,AL,01095
Marshall,41.0767665,-89.63499379999999,971,Illinois,IL,17123
Marshall,41.2194197,-86.4269772,3430,Indiana,IN,18099
Marshall,41.8930962,-93.1819818,2889,Iowa,IA,19127
Marshall,39.670854299999995,-96.76272359999999,586,Kansas,KS,20117
Marshall,37.0064721,-88.39196009999999,1927,Kentucky,KY,21157
Marshall,48.215386200000005,-97.00182020000001,600,Minnesota,MN,27089
Marshall,34.856233200000005,-89.6760197,2986,Mississippi,MS,28093
Marshall,33.9447016,-96.8967444,989,Oklahoma,OK,40095
Marshall,45.610239899999996,-97.78353129999999,283,South Dakota,SD,46091
Marshall,35.317299299999995,-86.8357865,2079,Tennessee,TN,47117
Marshall,39.7542999,-80.7825724,1827,West Virginia,WV,54051
Martin,27.094656,-80.498888,7568,Florida,FL,12085
Martin,38.6607808,-86.90406870000001,914,Indiana,IN,18101
Martin,37.7154799,-82.45583620000001,799,Kentucky,KY,21159
Martin,43.547469,-94.7647012,1310,Minnesota,MN,27091
Martin,35.802069,-77.2605648,1658,North Carolina,NC,37117
Martin,32.3216732,-102.0422984,376,Texas,TX,48317
Martinsville (city),36.7211703,-79.84692700000001,1928,Virginia,VA,51089
Mason,40.156822399999996,-90.16988979999999,1126,Illinois,IL,17125
Mason,38.7239338,-83.8913179,1083,Kentucky,KY,21161
Mason,43.9858019,-86.4064809,1834,Michigan,MI,26105
Mason,30.691484399999997,-99.2733121,231,Texas,TX,48319
Mason,47.309540999999996,-123.422799,3612,Washington,WA,53045
Mason,38.56114829999999,-82.182864,1595,West Virginia,WV,54011
Massac,37.209471,-88.8495189,956,Illinois,IL,17127
Matagorda,28.7634609,-96.2304003,2745,Texas,TX,48321
Mathews,37.4360671,-76.4329581,506,Virginia,VA,51115
Maury,35.5930012,-87.3419712,6202,Tennessee,TN,47119
Maverick,28.478614399999998,-100.27841070000001,5143,Texas,TX,48323
Mayes,36.140740799999996,-95.33693570000001,3051,Oklahoma,OK,40097
McClain,35.1113649,-97.6792146,2717,Oklahoma,OK,40051
McCone,47.2921836,-106.02284250000001,91,Montana,MT,30055
McCook,43.753347600000005,-97.5991262,344,South Dakota,SD,46087
McCormick,34.007202500000005,-82.52130179999999,537,South Carolina,SC,45065
McCracken,37.112648799999995,-88.87782299999999,4001,Kentucky,KY,21145
McCreary,36.6812484,-84.6273436,1315,Kentucky,KY,21147
McCulloch,31.1769505,-99.6164125,518,Texas,TX,48095
McCurtain,34.046948799999996,-95.0955627,2457,Oklahoma,OK,40089
McDonald,36.559367200000004,-94.5833401,1602,Missouri,MO,29119
McDonough,40.4089239,-90.9120635,3354,Illinois,IL,17067
McDowell,35.6267904,-82.231583,2714,North Carolina,NC,37111
McDowell,37.4691774,-81.9645692,1344,West Virginia,WV,54047
McDuffie,33.5129533,-82.5148545,1546,Georgia,GA,13189
McHenry,42.2378023,-88.6255011,24314,Illinois,IL,17111
McHenry,48.0295706,-100.9477142,364,North Dakota,ND,38049
McIntosh,31.3968163,-81.393957,1002,Georgia,GA,13191
McIntosh,46.0351779,-99.77443240000001,148,North Dakota,ND,38051
McIntosh,35.2493201,-95.888346,1178,Oklahoma,OK,40091
McKean,41.705209499999995,-78.9284826,3049,Pennsylvania,PA,42083
McKenzie,47.769991299999994,-103.9008374,323,North Dakota,ND,38053
McKinley,35.0052781,-108.78172839999999,6873,New Mexico,NM,35031
McLean,40.333754799999994,-89.1819443,14969,Illinois,IL,17113
McLean,37.580530100000004,-87.29731140000001,653,Kentucky,KY,21149
McLean,47.7100589,-101.86120109999999,551,North Dakota,ND,38055
McLennan,31.285086199999995,-97.3900611,20838,Texas,TX,48027
McLeod,44.7391115,-94.4892035,2481,Minnesota,MN,27085
McMinn,35.301911600000004,-84.7414872,3415,Tennessee,TN,47107
McMullen,28.3103465,-98.57318570000001,34,Texas,TX,48311
McNairy,35.0530475,-88.623242,2020,Tennessee,TN,47109
McPherson,38.2362662,-97.8187121,2031,Kansas,KS,20113
McPherson,41.596231599999996,-101.0060309,24,Nebraska,NE,31117
McPherson,45.7961376,-99.6040778,139,South Dakota,SD,46089
Meade,37.1765174,-100.3172704,365,Kansas,KS,20119
Meade,38.0019812,-86.386237,1403,Kentucky,KY,21163
Meade,44.17073189999999,-103.3681941,1578,South Dakota,SD,46093
Meagher,46.6876714,-111.05466080000001,141,Montana,MT,30059
Mecklenburg,35.087360700000005,-80.8961403,63563,North Carolina,NC,37119
Mecklenburg,36.5790539,-78.67312109999999,1900,Virginia,VA,51117
Mecosta,43.7716555,-85.60226379999999,4236,Michigan,MI,26123
Medina,41.0311081,-82.1167036,13231,Ohio,OH,39103
Medina,29.2852848,-99.3291819,3107,Texas,TX,48325
Meeker,44.951235499999996,-94.68517940000001,1457,Minnesota,MN,27093
Meigs,39.016845399999994,-82.1217015,1388,Ohio,OH,39105
Meigs,35.3088425,-84.9315118,965,Tennessee,TN,47121
Mellette,43.4392268,-101.1909329,171,South Dakota,SD,46095
Menard,39.9459727,-89.9230958,900,Illinois,IL,17129
Menard,30.8843655,-99.85398959999999,106,Texas,TX,48327
Mendocino,39.258198,-123.76155959999998,5608,California,CA,06045
Menifee,37.9871183,-83.74387940000001,497,Kentucky,KY,21165
Menominee,45.219025099999996,-87.5784505,1412,Michigan,MI,26109
Menominee,44.99764129999999,-88.8537577,404,Wisconsin,WI,55078
Merced,37.166199,-121.02443219999999,24377,California,CA,06047
Mercer,41.2536079,-91.004598,1028,Illinois,IL,17131
Mercer,37.787723,-84.8880564,1478,Kentucky,KY,21167
Mercer,40.3743086,-93.5869015,216,Missouri,MO,29129
Mercer,40.315729499999996,-74.8572786,28207,New Jersey,NJ,34021
Mercer,47.362624600000004,-102.0578292,514,North Dakota,ND,38057
Mercer,40.3529369,-84.6426731,3025,Ohio,OH,39107
Mercer,41.1970904,-80.4958439,8577,Pennsylvania,PA,42085
Mercer,37.3020414,-81.30970040000001,3952,West Virginia,WV,54055
Meriwether,32.9007077,-84.72906280000001,1340,Georgia,GA,13199
Merrick,41.0426591,-98.18145390000001,537,Nebraska,NE,31121
Merrimack,43.169407299999996,-71.83120100000001,10046,New Hampshire,NH,33013
Mesa,38.6182178,-108.91333329999999,10265,Colorado,CO,08077
Metcalfe,37.0419781,-85.72619859999999,718,Kentucky,KY,21169
Miami,40.6208593,-86.1071532,2421,Indiana,IN,18103
Miami,38.4807137,-94.9889359,1967,Kansas,KS,20121
Miami,39.9637124,-84.4148207,7148,Ohio,OH,39109
Miami-Dade,25.2743324,-80.6325525,168513,Florida,FL,12086
Middlesex,41.37441870000001,-72.5783279,10654,Connecticut,CT,09007
Middlesex,42.676292700000005,-71.83252270000001,99937,Massachusetts,MA,25017
Middlesex,40.3322904,-74.58107629999999,57241,New Jersey,NJ,34023
Middlesex,37.5756714,-76.60928249999999,704,Virginia,VA,51073
Midland,43.7367787,-84.5567067,6048,Michigan,MI,26111
Midland,31.9794274,-102.13236579999999,10227,Texas,TX,48329
Mifflin,40.3938658,-77.8352848,2665,Pennsylvania,PA,42087
Milam,30.627232300000003,-97.1702503,1890,Texas,TX,48331
Millard,39.295172799999996,-113.90659129999999,1058,Utah,UT,49027
Mille Lacs,45.578638500000004,-93.5920617,2431,Minnesota,MN,27095
Miller,33.114843300000004,-93.9578446,2804,Arkansas,AR,05091
Miller,31.1521038,-84.6777057,382,Georgia,GA,13201
Miller,38.1509695,-92.5784094,1365,Missouri,MO,29131
Mills,41.0078903,-95.8061898,1049,Iowa,IA,19129
Mills,31.553975199999996,-98.7311067,326,Texas,TX,48333
Milwaukee,42.9412314,-88.04949959999999,69918,Wisconsin,WI,55079
Miner,44.011912200000005,-97.7957521,137,South Dakota,SD,46097
Mineral,37.535675899999994,-107.06062,33,Colorado,CO,08079
Mineral,47.4245283,-115.3436432,287,Montana,MT,30061
Mineral,38.480395,-118.6375074,288,Nevada,NV,32021
Mineral,39.3341554,-79.1825083,2221,West Virginia,WV,54057
Mingo,37.736160399999996,-82.2739324,1692,West Virginia,WV,54059
Minidoka,42.5646803,-113.8246503,1676,Idaho,ID,16067
Minnehaha,43.6271751,-97.08045890000001,12575,South Dakota,SD,46099
Missaukee,44.21250070000001,-85.16916429999999,933,Michigan,MI,26113
Mississippi,35.587791700000004,-90.210309,3424,Arkansas,AR,05093
Mississippi,36.895007299999996,-89.4603776,894,Missouri,MO,29133
Missoula,46.7020886,-114.4605957,7664,Montana,MT,30063
Mitchell,31.1948844,-84.310924,1587,Georgia,GA,13205
Mitchell,43.4067463,-92.9353164,674,Iowa,IA,19131
Mitchell,39.2833995,-98.5019099,453,Kansas,KS,20141
Mitchell,35.9044311,-82.068534,878,North Carolina,NC,37121
Mitchell,32.397371899999996,-101.0878163,587,Texas,TX,48335
Mobile,30.2355001,-88.23621949999999,30812,Alabama,AL,01097
Modoc,41.2389564,-121.0392504,526,California,CA,06049
Moffat,40.2787523,-108.7616906,911,Colorado,CO,08081
Mohave,34.480257,-114.3485041,9998,Arizona,AZ,04015
Moniteau,38.5596768,-92.8181057,977,Missouri,MO,29141
Monmouth,40.163841,-74.56605640000001,45058,New Jersey,NJ,34025
Mono,37.5487993,-118.83981750000001,749,California,CA,06051
Monona,41.9152115,-96.06771040000001,576,Iowa,IA,19133
Monongalia,39.669081799999994,-80.31230579999999,9519,West Virginia,WV,54061
Monroe,31.325005400000002,-87.59912740000001,1709,Alabama,AL,01099
Monroe,34.6177705,-91.3506109,601,Arkansas,AR,05095
Monroe,24.5609082,-81.88947759999999,3259,Florida,FL,12087
Monroe,32.8422515,-84.115961,1503,Georgia,GA,13079
Monroe,38.1956926,-90.1987755,2108,Illinois,IL,17133
Monroe,39.2998028,-86.6499955,14754,Indiana,IN,18105
Monroe,40.9830431,-93.04556099999999,509,Iowa,IA,19135
Monroe,36.6565412,-85.8288934,782,Kentucky,KY,21171
Monroe,41.7573232,-83.7194287,11639,Michigan,MI,26115
Monroe,33.7567175,-88.7410855,2824,Mississippi,MS,28025
Monroe,39.459908899999995,-92.2187127,634,Missouri,MO,29137
Monroe,42.983830700000006,-77.6785347,57765,New York,NY,36055
Monroe,39.6411437,-81.19565159999999,889,Ohio,OH,39111
Monroe,41.0693394,-75.5494687,13223,Pennsylvania,PA,42089
Monroe,35.5983299,-84.45648409999998,2844,Tennessee,TN,47123
Monroe,37.4364135,-80.75849190000001,755,West Virginia,WV,54063
Monroe,43.7572886,-90.7741,3053,Wisconsin,WI,55081
Montague,33.5205718,-97.9561204,1248,Texas,TX,48337
Montcalm,43.331359,-85.4964557,5019,Michigan,MI,26117
Monterey,36.553174600000006,-121.9239601,31562,California,CA,06053
Montezuma,37.1461387,-108.6129655,1594,Colorado,CO,08083
Montgomery,31.973940000000002,-86.1616764,16935,Alabama,AL,01101
Montgomery,34.3949595,-93.75138359999998,465,Arkansas,AR,05097
Montgomery,32.163934000000005,-82.5885146,755,Georgia,GA,13209
Montgomery,39.1794565,-89.6719703,1899,Illinois,IL,17135
Montgomery,39.89034470000001,-87.04904029999999,2916,Indiana,IN,18107
Montgomery,41.016459000000005,-95.23090069999999,723,Iowa,IA,19137
Montgomery,37.154402000000005,-95.95154699999999,2739,Kansas,KS,20125
Montgomery,38.0643742,-83.94804350000001,1655,Kentucky,KY,21173
Montgomery,39.116506,-77.407115,60402,Maryland,MD,24031
Montgomery,33.4573988,-89.73245279999999,934,Mississippi,MS,28097
Montgomery,38.7530119,-91.5897849,889,Missouri,MO,29139
Montgomery,42.854101,-74.59083879999999,4050,New York,NY,36057
Montgomery,35.225229,-79.9801863,1722,North Carolina,NC,37123
Montgomery,39.69260870000001,-84.4302036,38808,Ohio,OH,39113
Montgomery,40.1405684,-75.4979171,50831,Pennsylvania,PA,42091
Montgomery,36.4109657,-87.50966559999999,11755,Tennessee,TN,47125
Montgomery,30.1562571,-95.74925999999999,29361,Texas,TX,48339
Montgomery,37.0185816,-80.4335808,11019,Virginia,VA,51121
Montmorency,44.8221893,-84.28256809999999,535,Michigan,MI,26135
Montour,40.9901422,-76.6442054,1118,Pennsylvania,PA,42093
Montrose,38.1106544,-108.5700852,2580,Colorado,CO,08113
Moody,44.0152547,-96.81912340000001,377,South Dakota,SD,46101
Moore,35.093469899999995,-79.485597,6123,North Carolina,NC,37125
Moore,35.2775203,-86.3530268,207,Tennessee,TN,47127
Moore,35.9019664,-102.0258968,1777,Texas,TX,48341
Mora,36.017058299999995,-105.42904180000001,283,New Mexico,NM,35033
Morehouse,32.6319255,-91.89675229999999,1928,Louisiana,LA,22067
